Res DU,Res BE,Res FR,Res GB,
119795.3663,23928.85583,97926.79,63402.63066,
122022.837,25355.44501,101274.58,67922.31898,
107583.4491,25161.90084,98951.12,66797.36158,
92678.39185,24198.78572,92835.68,63139.48155,
79604.25911,22559.41904,83174.83,56240.64064,
70838.07991,20910.67858,74656.67,53139.21628,
67496.6287,19335.38803,67653.60,51406.33017,
62562.43934,18312.24371,62187.88,48032.27772,
58432.27603,17601.63168,59039.16,44933.08715,
47156.15736,16932.80311,58285.55,42642.23906,
31706.77939,16852.14036,59657.57,45902.74886,
21399.40646,18232.87789,64479.95,45345.80302,
43228.02126,22170.40212,83747.01,57856.94218,
36164.71365,20450.88468,86911.03,61322.07178,
-3933.386323,15725.13383,84838.70,50234.75573,
-44786.89856,9904.454429,77350.60,36475.36457,
-69668.6856,7548.617176,63865.48,19883.82634,
-79161.39047,4958.146848,52232.12,6131.753903,
-76616.41429,5836.956456,47474.80,-2378.531469,
-58896.42526,6563.290921,50908.54,-9648.155444,
-33416.43791,7491.707781,53329.60,-10200.14507,
-13817.04226,10697.94811,56348.44,-93.0838377,
18193.63265,16776.83481,70027.04,14295.98797,
75124.43367,23882.08094,93748.58,36352.3338,
101638.4477,25221.09075,113693.66,50577.57051,
118272.8967,23173.78978,120268.03,58352.05245,
129076.0837,20958.63034,119452.03,57853.71399,
127005.327,22198.92935,109194.15,48824.23451,
113152.4604,20169.27236,98098.50,39384.75113,
96719.21043,15807.58478,73673.04,29723.29226,
100135.9412,13820.08591,65265.70,26593.3597,
99252.45715,12808.24459,56608.68,23051.95076,
99750.15373,12789.63773,50917.97,22471.73377,
97186.36649,12787.00559,47174.16,37149.45982,
99473.41456,13692.42246,49421.71,29815.97981,
108785.7258,14862.32044,59313.08,33021.94305,
156020.5835,23115.70925,105732.50,52373.13448,
116464.7477,17240.45896,82462.22,35922.6502,
91356.71,12441.5603,73061.89,32446.75218,
55888.37271,4532.665983,46541.16,22929.83637,
33171.22852,1750.879555,15480.58,16378.77928,
17803.71156,1929.600874,-5564.40,5347.047898,
20116.2132,6349.306492,-15940.41,16398.81768,
24722.68207,8085.67105,-20881.56,-8717.27045,
35682.52768,7665.547023,-23393.53,-7049.720104,
58209.1985,12391.15968,-14325.50,-5480.239846,
89003.39667,15135.03503,4756.13,6991.364833,
141002.4402,22839.21088,50242.27,22379.61018,
146522.0211,24483.32688,69715.88,18408.88941,
150606.4114,25900.30511,83561.31,22661.33272,
138506.8818,24335.07849,84146.85,25525.55269,
124473.905,18634.96354,77801.43,20659.84952,
114991.4531,20564.14332,73784.42,22631.72656,
78755.70737,11570.00295,54021.61,8682.006243,
73763.1623,8962.067148,51128.93,4396.29897,
67509.83416,7127.563172,49241.90,1305.354728,
79549.78031,6417.269935,52333.11,1909.981114,
74396.84307,4748.471431,58888.53,-391.8732415,
91802.63852,8391.104864,70765.18,3100.726665,
93803.45064,10005.04476,79977.29,28975.12609,
121206.3864,18098.84358,106658.49,44965.24715,
65984.24168,7595.185497,63725.84,-6033.018297,
48715.96299,2333.234156,53835.10,-16490.9137,
37945.51151,-803.3316337,37992.24,-32807.47359,
31296.07363,-4702.406042,19885.57,-36655.00883,
26774.24537,-5305.871239,4911.72,-28992.86892,
16517.41164,-4506.276195,-1870.33,-30681.42952,
19438.54429,-4540.807468,-9097.66,-35409.30699,
14533.84291,-4026.496819,-6865.76,-45372.64162,
24926.50482,-3508.47547,-5840.83,-34859.10047,
42698.0651,-638.460876,11275.16,-25866.85171,
72837.72863,3931.14827,35784.52,4078.48674,
91121.86831,9264.826942,63564.66,-6341.049733,
109285.8951,14009.29382,76990.34,27564.11531,
113199.9471,17153.66358,80405.68,740.1597325,
114528.6438,18946.63576,81377.88,-3450.899081,
110824.5174,20049.78472,81917.12,-6150.774244,
87488.48568,18037.97534,63912.72,-14842.12448,
84121.4761,17676.78344,57330.22,-20198.63541,
74681.7223,15505.33739,48160.40,-26159.76304,
66985.85832,11117.16204,44912.70,-36693.47097,
64921.72338,5466.322936,47542.19,-39294.49178,
71458.84229,3236.92171,56789.08,7371.799101,
65628.14776,2052.701947,51919.67,-31337.76886,
79586.70595,6387.472838,76743.14,-18104.25373,
2413.90994,747.6669416,26470.27,-44354.5068,
-47575.29118,-5034.454961,-1911.41,-53795.4256,
-71759.57689,-8645.943711,-26621.60,-57201.23382,
-91074.65315,-13435.06443,-55525.08,-63040.40222,
-107193.1094,-13825.3459,-71035.82,-68528.53463,
-113722.4853,-14908.66677,-67875.98,-76436.91355,
-103446.5481,-13987.42136,-62210.80,-78569.56803,
-83463.50249,-9723.264036,-51991.80,-77143.26972,
-51343.62411,-4415.485663,-30434.76,-66180.38545,
-14174.3775,2221.565575,3240.49,-55381.23535,
29314.84626,10151.73345,44872.34,-45657.71245,
57975.24779,16521.84248,77335.46,-38090.56042,
73388.54818,19405.08343,92621.74,-28509.02658,
82372.56858,20459.59213,95023.13,-20414.27263,
79862.12966,21616.38022,91749.87,-10126.95975,
61760.64355,21234.83414,83396.35,25399.61196,
29207.4471,16490.77858,61040.13,-17570.32264,
21316.34342,15909.91695,62684.83,-9449.393297,
5704.989344,14794.37511,57396.61,-9832.523823,
2064.467554,14023.44042,53096.23,-13482.08951,
2200.498952,13653.9663,52824.01,-13371.75921,
4876.695471,13458.4555,56297.35,18499.69447,
22055.76911,17589.95843,65643.88,272.3790038,
71064.25483,25210.09989,104079.88,22483.93281,
21711.5691,16097.21015,60839.56,2147.717291,
-3439.346913,11352.36917,41803.06,-6816.83708,
-37472.64828,5979.806707,17562.69,-25460.08494,
-72157.85983,1207.593723,-12404.07,-41690.67781,
-77618.52337,-2166.062486,-44993.65,-49637.04257,
-63006.97824,-3215.617959,-62541.59,-47569.92671,
-49834.7901,-2942.147196,-70723.05,-48306.22258,
-28535.20889,-2192.56368,-73228.20,-48162.98295,
8605.427018,5272.754933,-59380.33,-42995.30577,
53425.75584,16935.84342,-34999.08,-38336.45053,
101865.4812,11046.24688,9842.46,1011.759686,
135055.5615,15649.48508,50354.20,-11863.10135,
138707.198,16596.15498,59258.02,25283.91688,
131106.7942,13610.24018,44030.42,-9530.559879,
121679.3325,11708.66684,29916.24,-19202.55757,
104481.0141,8017.294235,18864.09,-28308.61666,
78385.14611,4021.597496,6877.65,-33309.19626,
47738.94379,-2776.954956,2039.66,-28362.958,
20766.1659,-2674.989655,-5033.35,-22422.15416,
2520.500948,3433.134194,-4389.18,-14534.5989,
2758.621469,6305.50753,-2706.56,23738.48031,
12042.60326,8179.095862,2047.08,24440.73554,
33696.64192,9552.397905,16418.95,42743.2228,
65846.167,17141.46417,58395.48,55066.84814,
9722.779404,10567.33617,39949.57,23617.31903,
-20175.11616,6483.124649,37044.42,18866.84204,
-44375.26362,2402.821625,18640.46,9407.737274,
-61540.23617,-1918.555205,-5028.10,-12027.20007,
-66752.97665,-3837.86962,-17530.40,-24393.93235,
-58676.48765,-3757.593584,-17891.75,-28806.37165,
-47968.5465,-3524.883334,-16713.78,-29615.43364,
-31946.80766,-1789.644248,-10921.24,-24828.72325,
-14192.06636,1984.352546,3900.54,-17058.73003,
17868.56115,7656.817376,29781.30,2367.644587,
61342.68893,15174.17801,68770.68,16638.13532,
84981.12451,21516.06268,101617.97,36198.61203,
72701.28839,24374.43503,113946.27,64677.86713,
52406.47453,24734.81894,116049.40,60519.51237,
10019.5922,22720.03689,104243.80,57380.53243,
-14154.37777,20896.55534,93229.76,54073.77892,
-29260.947,18570.50614,82773.22,48594.70412,
-35604.86935,18057.31607,80732.25,46942.70628,
-40700.6637,16783.11511,76179.85,41947.63691,
-24106.84822,16934.01599,74350.17,43423.70181,
-13771.6155,16536.08591,72982.77,38061.99434,
-12470.97551,16416.88964,73232.05,44073.84887,
9584.901685,19098.02762,85859.47,54508.93515,
59494.99502,24793.05924,123598.43,59644.64195,
22711.15748,17269.63275,91923.88,44565.91335,
-6318.287081,12006.18308,67610.99,48685.40739,
-26978.56031,5436.606135,36974.43,16116.95769,
-35572.61964,-699.6208444,11968.92,3542.692561,
-36672.58144,-4859.003227,-3451.04,-21823.30618,
-42461.91756,-3908.737312,-7536.35,-34678.5293,
-49663.90514,-2095.660494,-7099.46,-36156.20578,
-51839.29055,-838.0438808,-3721.23,-31565.66629,
-21374.57405,2247.948183,10618.92,-21699.66823,
15330.07004,7115.99671,35125.68,1189.810338,
102748.2651,18783.26691,103466.66,30455.17424,
110182.3935,19133.95485,109381.75,36686.34206,
127424.0396,21280.57726,123263.84,62774.87912,
117586.6189,20968.0753,120089.38,69242.37392,
98580.47213,19195.94205,103505.91,60796.10924,
74413.60634,17626.26897,89777.39,59832.15502,
46875.64968,14492.88229,59796.34,46920.77734,
41813.30227,16043.37852,55162.14,48152.366,
46502.72603,15824.26597,51051.47,47301.87926,
55508.02295,15560.28987,53740.85,46996.94817,
60728.7126,15097.94449,55245.08,46379.30841,
70142.40592,15031.12307,58814.10,49529.06507,
78787.2539,16600.14091,68677.74,54179.20254,
120093.6468,23247.50183,114194.41,72292.60778,
71525.03456,15468.42578,78766.15,51841.18062,
44100.39328,10939.39818,60768.59,41311.78294,
6628.696427,4408.499578,32389.91,17737.65832,
-16444.05579,3.757662242,9361.39,1337.60863,
-32888.87923,-2491.282122,-7399.43,-13145.90417,
-29701.09882,-2709.295436,-11958.61,-19429.06754,
-19654.17221,-2335.393841,-12181.67,-10579.63828,
-1250.484055,-1475.038961,-6983.49,-20709.77215,
26690.12824,1825.533288,6147.77,-12285.66998,
63637.76062,6217.609676,28301.40,-2850.290108,
109912.6565,13065.501,63216.79,8576.78716,
141471.0466,18047.81503,94866.54,21477.684,
150988.9148,19557.44389,103865.55,47232.66811,
149342.7495,18310.37907,97817.74,27420.24848,
145274.0999,16984.46831,85711.51,20132.06281,
142870.136,12020.65079,73218.93,13046.04979,
121433.6868,1057.185356,53033.59,333.0213103,
115825.4068,755.4153388,50911.66,1040.580152,
108456.6069,5590.155467,47722.17,-288.1999728,
103618.2639,5001.233292,47407.58,8912.687773,
104589.4084,7092.215046,50686.60,32478.76396,
109287.382,13235.97559,58549.81,44049.2248,
105488.5128,16465.05253,53757.32,45824.8945,
127675.5505,23455.24359,88817.08,52437.25478,
55709.15723,11069.08716,54180.56,19836.50868,
21012.01998,10223.59532,50635.06,4380.642286,
-23976.60056,5641.723904,32861.85,-10235.0068,
-60624.35738,1698.100875,4285.63,-29882.38863,
-87320.95386,-3539.555483,-19836.64,-43147.55289,
-109081.0511,-4865.256505,-38808.55,-47468.89594,
-112292.7703,-12859.64687,-51959.44,-44057.54678,
-101642.1491,-18983.23305,-51992.77,-32025.23355,
-78698.75871,-23290.94184,-42329.47,-24357.706,
-43062.2139,-22193.50918,-14461.86,-23827.55882,
9644.617074,-16946.52949,28818.78,-17259.18942,
42338.15079,-10191.1835,61239.38,17313.30174,
44791.50316,-7977.390838,71710.51,-3977.439523,
28387.69096,-8375.62331,63799.89,-2306.406258,
2340.172216,-10634.18361,58701.11,-2020.687245,
-40464.26943,-11235.31511,52949.25,1921.325768,
-10933.16092,-9962.552856,48143.44,-4360.460912,
29324.80513,-6780.242111,38205.69,-11994.21057,
60114.66852,-1760.056574,39559.24,-17570.03803,
51479.66815,544.6889092,45053.01,-22630.74663,
31341.19312,471.3925412,47759.77,-26032.6978,
-22495.81517,1657.031957,52828.54,40035.64481,
-36084.38443,4111.580024,57314.01,7537.351542,
-26614.43002,7164.729442,62882.00,-26496.8127,
-30616.91017,1310.410214,56124.63,-33437.13065,
-55788.58011,-5975.99084,41004.22,-38697.63198,
-93709.96498,-8835.338246,29464.97,-8361.323988,
-117808.8281,-10423.80336,19155.10,-43595.35761,
-110299.9669,-12732.88149,10452.28,-55348.46978,
-118877.4146,-12857.40324,6134.70,-61755.77896,
-127100.8666,-10429.75518,2942.54,-58773.31185,
-124519.456,-11403.94313,-1122.05,-61679.97864,
-107194.9691,-11390.49058,4495.30,-53643.47313,
-82920.30573,-8443.971809,17085.05,-47317.01,
-21654.21598,-4060.884098,65677.09,-16653.35965,
-23441.57406,-10798.59315,56766.78,14545.95835,
-16631.26474,-9324.040123,80590.06,16633.66423,
1723.375521,-8585.651786,89386.01,-25461.3835,
2514.444562,-8713.183164,88332.24,-27803.41052,
-2385.393009,-9688.387606,80708.64,-28740.27958,
-24957.02054,-12490.24367,64578.53,8682.642803,
-51541.61495,-13190.24403,61926.75,-28862.7038,
-68226.42504,-14778.80296,56978.79,-32280.72557,
-78029.78638,-13601.67396,53381.23,-36628.09492,
-89756.94872,-13785.36012,50853.62,-35249.39357,
-91770.32191,-16022.55884,48120.36,39106.63121,
-94121.53584,-14534.6857,47922.42,2541.946724,
-67172.71786,-7255.995415,75406.69,-15497.77578,
-113980.1403,-9569.772913,47915.87,-25667.62954,
-141526.0371,-10896.86816,29810.55,-22049.75474,
-157765.5698,-12727.7759,10516.99,-24689.86954,
-165194.6667,-9942.105675,-10456.36,-20318.21824,
-163204.9817,-10818.86258,-23749.47,-17275.3606,
-161193.9582,-13133.63433,-30373.95,-13743.79623,
-142466.2897,-13858.8368,-32263.07,-1534.134435,
-120708.3501,-16747.6077,-29345.60,22944.61539,
-80750.43311,-12807.54206,-18470.48,14029.28152,
-35283.37464,-7016.649675,4537.19,17072.3148,
59260.00378,-1023.930014,77158.28,39513.1327,
47886.11933,-9116.166734,70931.10,23484.74691,
62678.5484,-7264.957931,87258.57,41496.93334,
77361.52859,-7303.937621,88851.92,18150.88865,
93994.39654,-8127.843138,83679.02,13122.63206,
100480.7999,-11042.88502,69455.20,9544.009151,
67570.33818,-15280.81604,38791.17,-5590.495616,
49424.9699,-15397.15319,17936.68,-12925.0462,
23962.63954,-16461.21228,730.72,-11251.22484,
-8609.691382,-17397.88601,-7102.79,-15234.19207,
-33731.7912,-14850.37811,-12310.13,-15102.47514,
-46529.21421,-11181.94388,-12006.05,43184.21523,
-57757.64721,-400.0048348,6242.47,19314.59332,
-14039.72787,4331.680918,51742.75,17496.26318,
-75232.1522,-10640.32945,14092.86,7814.590401,
-78411.39075,-4499.780285,-2345.07,-27389.73469,
-84194.11775,-4787.666737,-20273.40,-38717.78416,
-92846.39188,-10820.14924,-47346.72,-56040.97524,
-89925.96811,-15274.05621,-71761.07,-39790.21775,
-89864.04445,-12800.01728,-93711.55,-70499.26001,
-97525.46303,-17861.64505,-108850.60,-68278.53709,
-87334.313,-21134.22632,-121809.19,-72664.78039,
-64547.46877,-25014.39497,-124927.35,-70674.35404,
-38112.32167,-24360.107,-108446.57,-57535.07843,
-6728.794214,-18846.57809,-72551.87,-40866.11016,
5051.721355,-14914.15428,-43093.57,-21763.82087,
25794.94279,-10536.86957,-6394.84,26629.33098,
41858.22284,-8302.448869,14932.32,-796.1663872,
50048.90419,-6668.340707,20224.22,2517.377918,
50274.04019,-4765.177479,12582.00,5906.012184,
23960.64669,-8059.681911,-20397.55,-12758.20047,
19422.60653,5565.304158,-30428.27,-29174.75781,
4973.667076,-5496.475617,-34346.98,-35922.42573,
4839.30643,-13919.4812,-31262.33,-36164.93365,
16675.53385,-12936.88618,-10416.23,-27506.78574,
17272.8104,-10505.68885,2429.71,57356.69581,
16077.15132,-8895.951419,7893.88,13125.53551,
42962.0733,-2977.108896,53210.88,-13026.85909,
-17676.09685,-7911.245761,25587.29,-36443.10285,
-37310.66151,-10650.52637,-7736.45,-51589.85064,
-53906.59915,-13349.03279,-33517.96,-61920.45732,
-86351.90479,-18238.56174,-53923.91,-70443.14773,
-112300.8054,-20057.16215,-63549.71,-85767.03756,
-126342.9716,-21205.41517,-72844.74,-88570.58093,
-131998.5715,-17417.72435,-74251.70,-88858.41778,
-134303.5362,-26396.56379,-70278.25,-83941.70998,
-124265.72,-23581.58996,-54190.79,-75552.61904,
-99861.11982,-23369.76228,-26820.29,-60593.37784,
-47720.91115,-15241.86455,26682.66,-24531.73595,
-22382.64375,-6207.524255,66883.83,-3228.001531,
-13301.22488,-3526.561187,98565.55,61687.59979,
-7310.453451,616.1492506,114005.49,24530.28047,
-7239.309743,4458.532014,115483.30,27341.12652,
-17719.45139,8239.281906,112358.41,31348.40514,
-44682.88245,7961.446627,88612.20,28998.77153,
-37917.05092,12732.11225,87309.23,43656.74388,
-34288.90983,12423.80124,79013.16,35551.00257,
-28471.08519,11385.92347,69107.83,37070.49326,
-8990.052338,14279.17205,60940.41,39612.58683,
18799.78722,15620.18106,60341.38,58912.42695,
28352.93286,18714.37669,48202.43,51134.79243,
73674.77802,23885.86345,71753.18,72255.71149,
30302.29477,15003.76463,33975.90,56125.77424,
9879.343582,12240.97924,23238.55,58066.56056,
-15659.94865,11201.14955,-11151.04,49129.93264,
-33280.46594,6406.996611,-60368.97,41700.72072,
-40184.11438,3451.191969,-85706.74,33768.10161,
-24306.98772,102.1669194,-98685.59,24709.24205,
-10119.44603,-511.141476,-116538.99,22212.68266,
7474.307522,-999.4012535,-131528.94,20519.22797,
34368.15477,-4519.299523,-141576.88,13871.64678,
70031.615,-3722.467753,-131484.59,18691.01104,
135281.8711,-166.2565506,-81185.00,40533.57334,
150073.0652,12465.69861,-65008.96,43171.31686,
158411.3191,15193.75942,-34977.13,59437.40262,
151927.0803,16230.67381,-23867.49,52202.15771,
138394.6282,21209.51264,-26076.28,51612.65625,
122781.7776,19346.5985,-30277.38,56874.17851,
84147.00271,14392.1188,-50425.50,35800.38689,
64032.33011,9844.571612,-46147.33,31578.4843,
47790.8464,4402.70833,-37381.64,24418.70307,
40903.93017,10234.37481,-28880.35,21927.6324,
42996.03889,7341.187303,-16755.80,23249.21125,
42886.87911,5809.738767,-6423.42,48300.13444,
47693.89317,11085.53172,13316.94,41041.562,
92156.71843,15445.59559,67443.82,53787.82741,
46887.39502,6694.458294,44875.99,35792.75617,
37789.07127,-1076.035138,39406.42,37806.02524,
10132.01862,-3223.511938,25129.56,23172.69076,
-14062.29071,-3084.136412,18299.60,17309.3519,
-28025.54381,-6850.570818,8372.59,13919.46491,
-27086.52713,-14703.48971,11886.44,14395.24419,
-22635.99452,-17244.90529,15066.51,14546.40972,
-14355.58774,-12123.62498,23638.35,14335.03577,
2799.396454,-5328.923014,33603.43,15990.26515,
31870.04489,1109.390429,49938.33,19364.90679,
76849.32777,11979.21407,82227.69,29187.19969,
97893.96783,16802.1931,95083.59,33991.64109,
116552.454,19742.53176,100481.92,65262.24706,
127656.0919,22386.87229,102699.39,37358.15671,
129692.1767,23657.81393,95399.32,33875.31387,
126045.0875,23164.4291,92733.34,35324.47289,
67043.58901,251.7448561,10621.42,36372.47188,
48879.72624,4792.729037,12435.26,36534.15104,
40695.93957,7079.489952,14919.66,35222.4879,
45384.38107,6695.644222,20325.55,37489.20541,
56365.56938,8743.218241,23233.53,39804.55252,
70420.55316,12191.80433,30069.84,43148.95494,
84823.39407,14625.87483,37828.69,47208.40373,
116712.1311,20215.12837,82064.56,62694.17034,
59325.66173,11972.43681,57741.67,40213.32182,
33907.58798,6640.907456,52767.81,29628.39089,
-720.1664619,1749.080163,31510.56,8545.213392,
-25794.51535,-1830.687367,8835.94,-10263.49949,
-40817.98487,-4132.784289,-9040.03,-26052.3053,
-45767.20714,-4520.134836,-17018.37,-33701.07279,
-51108.45703,-4918.173988,-17139.83,-35593.52549,
-49969.21252,-4210.64171,-9615.37,-35584.68157,
-34369.88908,-2504.450925,4639.73,-27369.06022,
-7341.270796,1476.376322,25990.78,-4416.65632,
37672.25707,9486.968315,61892.37,10818.41368,
64859.08852,16531.59952,83055.53,28571.43683,
78289.19665,20828.67083,92712.99,45664.76731,
72385.93646,21159.39337,84604.43,56767.62639,
58472.12288,18973.56083,75359.81,58584.67269,
36732.78293,17052.53858,65604.70,56781.84128,
-5154.967075,11431.38005,48312.83,46602.39714,
-13895.17608,10561.93403,49174.46,45241.46395,
-16735.53856,9665.713767,46191.15,43444.5602,
-3878.008504,11371.97357,45057.06,42984.43944,
7828.117945,12380.78706,45849.15,43574.8812,
35119.46101,15746.86433,58745.49,49194.0738,
44291.32905,17008.13619,62888.44,49898.80762,
69175.72086,19630.90703,88609.48,58077.24563,
4118.758726,6915.896836,43808.41,26694.68115,
-20759.19525,2429.030893,31258.74,13221.32944,
-39485.3065,-669.6706763,15590.56,-2160.969324,
-54439.86397,-4026.887611,-4853.07,-15978.48732,
-60396.02665,-6013.824056,-18711.07,-29980.02862,
-61364.74797,-6950.994907,-20590.57,-38695.81437,
-60885.09551,-6397.76881,-13651.70,-41708.59003,
-53747.06606,-4517.279813,-5453.74,-40441.85527,
-37623.81663,-988.1903451,7012.98,-28026.44528,
-5778.632329,3338.509407,25508.48,-11905.24791,
37622.46962,8896.547956,46854.52,7220.462199,
69206.9896,14843.73948,66895.32,22295.4394,
78275.59849,17800.36407,76479.03,36098.67608,
63193.58194,17482.99001,73490.00,45118.85046,
44985.3168,15727.89754,71546.70,53172.05476,
27518.76715,15588.12501,67658.27,45439.12819,
23233.3364,-18568.74745,17495.47,-12013.09534,
26426.7891,-18436.0003,26537.09,-12291.63423,
8771.287928,-18920.45604,24594.82,-15257.67805,
846.8156146,-17671.59069,26303.65,15126.19465,
1782.719297,-18253.32725,27401.04,-14435.71046,
-5826.695876,-18469.99981,26917.61,44598.09601,
-1927.160462,-18637.3551,26536.29,27329.11783,
34456.85563,-12682.12755,57646.96,2275.209493,
-3281.255985,-17111.05714,29866.52,-22263.31162,
-18371.8316,-16331.12901,16013.72,-28796.60686,
-31916.05783,-14960.08152,8810.13,-41922.6571,
-74218.83229,-15614.31242,-866.47,-32867.50245,
-83960.07476,-12756.35836,-9332.64,-16521.74177,
-107704.8803,-13812.20368,-11947.98,-62781.94617,
-118100.8393,-12560.52378,-16448.29,-64455.00411,
-123522.4624,-7889.504304,-16256.20,-58016.93939,
-122654.4642,-3710.951374,-10638.73,-52158.13117,
-101279.7887,229.6047955,6369.27,-52368.6177,
-57769.89096,4157.507695,60576.86,5834.306434,
-54628.56956,-4430.117808,62679.17,-2083.704586,
-22943.90317,-4543.939913,82490.50,6496.744406,
-6414.532842,-1018.750165,86780.95,52774.60145,
-3347.208474,5266.720174,87294.69,55372.99876,
3304.069324,7275.010553,73098.72,13407.90961,
-10817.42999,6045.629743,51075.34,6466.90099,
-13131.60968,5829.825072,43573.15,45603.6531,
-20049.61113,3236.555165,31976.35,43226.72619,
-19795.72933,-3615.006644,26257.42,18695.26468,
-20140.40872,-5288.069626,21448.27,39989.48498,
-21515.91971,-5339.440786,16633.52,39362.81899,
-4802.522435,-11316.33919,13825.30,41567.20548,
3099.644681,-9325.672684,26888.95,51846.61183,
-10516.52202,-14399.95172,25551.44,-21878.24121,
-13244.57502,-20612.21778,9323.55,52283.28001,
-33649.64116,-26947.0867,-33302.61,44019.8506,
-62956.43717,-33786.59359,-79682.06,-10273.32059,
-70174.25379,-37434.29861,-98436.37,-22507.12603,
-80279.23386,-37410.54622,-98917.21,7179.069863,
-68292.85131,-35473.89088,-97187.05,-70387.40616,
-47065.12797,-34344.63703,-88592.99,-69775.98124,
-15462.05382,-28918.46287,-75308.06,-70392.40384,
14972.33459,-21758.55669,-44710.77,-56325.2684,
45998.95874,-15770.1766,-1438.82,-7917.733912,
56657.33005,-10993.69436,32870.15,-9429.357191,
53382.47626,-7625.02925,53985.20,31493.66104,
38798.10594,2816.105172,59437.66,17286.56699,
27407.20294,11293.84072,61479.71,17581.44008,
20696.59185,10630.46838,53818.76,16947.93129,
8463.700614,9754.645892,45806.38,6904.0609,
-636.7301491,9069.517652,42199.63,7857.91861,
-6499.385427,12375.91941,37298.95,46827.25138,
-4800.671956,13734.87906,33098.38,6174.36275,
230.473058,13401.29527,27610.10,25557.32563,
26187.31117,12380.83068,21508.27,42689.5689,
48387.35668,12788.0448,14042.83,42461.65324,
60268.8198,11456.8271,11781.28,28535.89234,
54387.13099,8847.248919,14000.43,15408.2553,
34846.37551,4002.394634,13458.21,7533.986838,
-2919.373536,-1057.807118,-4525.77,-625.0855729,
-31452.94256,-5376.557121,-21793.40,-26761.1388,
-59871.2079,-6127.389901,-29138.53,-25922.59538,
-66454.50999,-4623.827615,-27914.08,-37241.77192,
-49014.3194,-3004.473675,-22482.56,-39753.46074,
-23490.66761,-1838.892328,-20396.90,-35933.35113,
9768.294994,550.2532198,-20180.68,-27783.47931,
50621.11527,5584.64042,-10125.24,-11142.14186,
92961.52927,12585.56319,10205.38,5120.332854,
119579.8914,18369.58994,27871.37,14280.89112,
127035.0336,21372.99773,30791.02,19965.4887,
123130.969,21304.06815,12674.21,17909.74199,
117526.954,20311.41892,-1301.44,15874.7049,
106733.6756,19114.47635,-11926.77,15999.44385,
99465.73813,17705.85604,-18769.79,16637.07497,
100763.6767,17423.12643,-17122.67,13687.88194,
95608.5969,16787.77151,-18149.21,13523.18306,
95352.17758,16579.24933,-15287.58,10773.18569,
97039.76794,16117.95823,-15379.60,15396.50644,
97488.38323,15976.94448,-15290.00,19534.0732,
94939.2108,16487.82222,-15649.98,24624.53811,
104487.4693,17588.45927,6730.71,45981.33655,
82476.2607,13018.62873,15793.85,31603.90271,
55102.94674,8535.121453,17922.18,25284.5672,
21866.70343,2480.845661,-6881.69,12582.53275,
-1366.572643,-2892.864666,-40814.25,4086.65665,
-16686.66804,-5511.678589,-65838.19,-8.510624949,
-13402.3738,-5745.423825,-66692.92,-405.3646772,
-6064.144289,-5035.788841,-64009.00,-251.6840597,
6695.840861,-3737.266666,-66569.37,-894.7907567,
28839.0557,-1128.19907,-64083.62,3768.461816,
62337.50542,3300.215138,-56669.60,9392.382937,
113450.7166,11745.87479,-25747.48,27507.75581,
134365.723,16491.37749,-4333.26,36411.66309,
142919.9614,20129.93893,11654.58,46307.74346,
138604.9584,19671.7755,2904.14,50595.56813,
130896.2033,17046.72424,-9746.27,49343.6776,
120052.9907,12673.381,-17883.19,45618.59972,
103346.2095,9883.789357,-30771.62,37678.20744,
100494.7607,9680.871518,-31343.35,36045.96339,
94298.01574,8279.538905,-31949.43,34107.14774,
89706.03798,9417.296395,-30716.38,30523.4775,
87166.65521,10338.03897,-26691.41,28788.74828,
88389.67925,10377.11532,-20514.95,28962.24292,
90219.91938,11352.62057,-15328.55,30820.22055,
108615.0793,15439.93348,21607.94,43477.03176,
75827.93747,11060.19152,30045.36,30576.37944,
46934.32489,6379.427331,34335.39,20623.76765,
14320.13178,665.5124201,20155.16,216.6787029,
-10002.77014,-5176.281679,-7575.57,-17506.16782,
-22477.40538,-8819.814261,-40147.53,-23431.271,
-21563.25494,-11483.36002,-51919.82,-38583.73253,
-15658.66071,-12710.21695,-56848.08,-41756.78501,
-4048.190891,-11512.14678,-52054.57,-39841.42827,
15203.37493,-10338.82493,-41548.61,-31266.01721,
44577.57094,-4937.964368,-22010.77,-17436.36159,
93291.29402,450.4208977,16941.40,3926.711725,
122532.8404,5045.374357,51542.31,19593.48864,
136142.689,9216.975892,70775.22,35371.33341,
129645.8129,7965.260147,59096.31,43490.41835,
117724.9608,7525.101639,42357.60,46107.25254,
102217.5907,4630.366689,30753.28,45606.63367,
67618.14669,340.9803304,11109.91,36625.30061,
48295.08244,4701.927071,11938.20,36276.88401,
40425.75922,7037.527809,14689.96,35103.59757,
44666.45005,6584.141205,19715.17,37173.28659,
56656.15471,8788.349515,23480.58,39932.42187,
64684.63241,11300.94928,25193.19,40624.91674,
74642.23789,13044.62314,29172.72,42728.28133,
112289.5016,19528.24267,78304.46,60748.03363,
63055.03886,12551.65235,60912.37,41854.39929,
39651.47579,7532.999881,57651.23,32155.93491,
7824.411039,3076.152195,38775.12,12305.17468,
-17837.16137,-594.8179621,15601.24,-6761.940414,
-32478.17431,-2837.514938,-1949.57,-22382.44978,
-38584.16078,-3404.524389,-10911.38,-30540.24053,
-43810.59017,-3784.730585,-10935.22,-32382.16754,
